ID,Income,Kidhome,Teenhome,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProducts,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Z_CostContact,Z_Revenue,Response,Marital_Single,Marital_Together,Marital_Divorced,Marital_Married,Marital_YOLO,Marital_Widow,Marital_Alone,Marital_Absurd,MntRegProducts,MntAllProducts,TotalAcceptedCmp,Edu_Graduation,Edu_PhD,Edu_Master,Edu_2n_Cycle,Edu_Basic,Age,Days_Member
3665,25315,1,0,2013-11-07,46,1,9,8,11,3,22,3,3,0,3,8,0,0,0,0,0,0,3,11,0,0,1,0,0,0,0,0,0,32,54,0,0,0,0,1,0,46,3378
10591,43638,0,1,2012-08-06,37,63,10,83,7,19,19,2,4,1,4,7,0,0,0,0,0,0,3,11,0,0,0,0,0,0,1,0,0,182,201,0,1,0,0,0,0,54,3836
5036,42710,1,0,2012-11-28,38,252,3,42,4,3,102,2,4,5,3,6,0,0,0,0,0,0,3,11,0,1,0,0,0,0,0,0,0,304,406,0,0,1,0,0,0,39,3722
5547,84169,0,0,2013-08-07,9,1478,19,403,0,19,0,1,7,6,6,3,0,1,1,0,0,0,3,11,1,0,0,0,1,0,0,0,0,1919,1919,2,0,1,0,0,0,41,3470
7822,54058,0,1,2013-06-04,56,198,18,252,32,108,54,2,4,6,8,3,0,0,0,0,0,0,3,11,0,0,1,0,0,0,0,0,0,608,662,0,1,0,0,0,0,47,3534
8541,24683,1,0,2014-03-08,98,8,4,10,6,7,6,2,2,0,4,5,0,0,0,0,0,0,3,11,0,0,0,0,1,0,0,0,0,35,41,0,0,0,0,1,0,33,3257
10955,85620,0,0,2014-01-07,68,416,46,925,60,107,46,1,3,6,4,1,0,0,0,0,0,0,3,11,1,0,0,0,0,0,1,0,0,1554,1600,0,1,0,0,0,0,59,3317
4368,47850,1,0,2013-12-03,72,42,7,43,20,12,10,1,3,0,4,6,0,0,0,0,0,0,3,11,0,0,0,0,1,0,0,0,0,124,134,0,1,0,0,0,0,43,3352
9671,19514,1,1,2014-01-26,47,14,3,21,2,1,28,4,3,1,2,8,1,0,0,0,0,0,3,11,1,0,0,0,1,0,0,0,0,41,69,1,1,0,0,0,0,55,3298
2256,27159,1,1,2014-03-29,33,17,0,3,0,0,1,2,1,0,3,6,0,0,0,0,0,0,3,11,0,0,0,0,1,0,0,0,0,20,21,0,0,0,1,0,0,50,3236
4279,39548,1,1,2014-03-31,87,15,4,10,3,4,18,2,1,1,3,3,0,0,0,0,0,0,3,11,0,1,0,0,0,0,0,0,0,36,54,0,0,0,0,1,0,60,3234
5371,21474,1,0,2014-04-08,0,6,16,24,11,0,34,2,3,1,2,7,1,0,0,0,0,0,3,11,1,1,0,0,0,0,0,0,0,57,91,1,1,0,0,0,0,34,3226
9240,60504,0,1,2014-02-07,73,458,0,24,6,4,34,2,6,2,8,6,0,0,0,0,0,0,3,11,0,1,0,0,0,0,0,0,0,492,526,0,0,1,0,0,0,52,3286
9460,22419,0,0,2013-04-18,74,30,3,47,19,21,42,1,3,2,2,8,0,0,0,0,0,0,3,11,0,0,0,0,1,0,0,0,0,120,162,0,1,0,0,0,0,60,3581
9504,81698,0,0,2013-11-06,4,179,28,520,111,123,47,1,3,8,13,1,0,0,0,0,0,0,3,11,1,0,0,0,1,0,0,0,0,961,1008,0,0,0,1,0,0,74,3379
8692,43462,1,1,2012-09-12,50,90,17,97,15,6,15,6,4,1,5,8,0,0,0,0,0,0,3,11,0,0,1,0,0,0,0,0,0,225,240,0,1,0,0,0,0,71,3799
448,54880,1,0,2013-03-01,57,308,85,137,102,45,118,2,6,2,11,5,0,0,0,0,0,0,3,11,0,1,0,0,0,0,0,0,0,677,795,0,0,1,0,0,0,45,3629
8314,79908,0,0,2013-04-05,30,557,129,761,29,185,111,1,5,6,7,2,0,0,1,0,0,0,3,11,0,0,0,0,1,0,0,0,0,1661,1772,1,1,0,0,0,0,41,3594
8420,15315,0,0,2013-08-03,27,7,4,13,15,8,17,2,2,0,4,5,0,0,0,0,0,0,3,11,0,0,0,0,1,0,0,0,0,47,64,0,0,0,0,1,0,53,3474
3174,87771,0,1,2013-05-22,61,1492,38,287,50,57,33,1,5,10,4,6,0,1,1,1,1,0,3,11,1,0,1,0,0,0,0,0,0,1924,1957,4,1,0,0,0,0,64,3547
7685,33039,1,0,2013-09-09,4,30,8,12,8,8,12,1,2,0,4,5,0,0,0,0,0,0,3,11,0,0,0,0,1,0,0,0,0,66,78,0,1,0,0,0,0,45,3437
3179,81741,0,0,2013-06-16,75,249,153,940,58,134,38,0,6,6,7,2,0,0,0,0,0,0,3,11,0,1,0,0,0,0,0,0,0,1534,1572,0,1,0,0,0,0,43,3522
9780,71499,0,1,2013-06-25,12,465,25,132,136,0,37,2,8,3,13,4,0,0,0,0,0,0,3,11,0,0,1,0,0,0,0,0,0,758,795,0,0,0,1,0,0,52,3513
10681,62466,0,1,2014-01-15,13,129,129,259,168,121,83,5,6,3,12,4,0,0,0,0,0,0,3,11,0,0,0,0,1,0,0,0,0,806,889,0,0,0,0,1,0,53,3309
10232,48799,0,1,2013-11-05,9,174,18,81,28,6,24,3,3,2,7,3,0,0,0,0,0,0,3,11,0,0,0,1,0,0,0,0,0,307,331,0,0,1,0,0,0,60,3380
4184,52157,0,1,2014-06-07,48,189,2,29,3,2,40,2,3,2,5,4,0,0,0,0,0,0,3,11,0,0,1,0,0,0,0,0,0,225,265,0,0,1,0,0,0,73,3166
9120,66565,0,1,2012-12-05,80,747,10,161,65,40,42,4,4,2,9,8,0,0,0,0,0,0,3,11,0,1,0,0,0,0,0,0,0,1023,1065,0,1,0,0,0,0,61,3715
891,29298,1,1,2013-09-07,60,6,0,2,2,0,1,1,1,0,2,5,0,0,0,0,0,0,3,11,0,0,1,0,0,0,0,0,0,10,11,0,0,0,1,0,0,72,3439
10381,47691,0,1,2013-07-05,43,14,0,3,0,0,4,1,1,0,2,6,0,0,0,0,0,0,3,11,0,1,0,0,0,0,0,0,0,17,21,0,1,0,0,0,0,44,3503
3525,38200,1,1,2012-12-07,19,12,0,4,0,0,1,1,1,0,2,7,0,0,0,0,0,0,3,11,0,0,1,0,0,0,0,0,0,16,17,0,1,0,0,0,0,53,3713
6818,44989,0,1,2012-09-12,26,98,0,106,49,10,106,5,5,1,5,6,0,0,0,0,0,0,3,11,0,0,0,0,1,0,0,0,0,263,369,0,1,0,0,0,0,49,3799
3526,38443,1,1,2014-01-27,58,32,0,5,0,0,1,2,1,0,3,7,0,0,0,0,0,0,3,11,0,0,0,0,1,0,0,0,0,37,38,0,0,1,0,0,0,55,3297
8181,38593,1,0,2013-09-13,42,51,12,49,17,24,24,3,4,1,3,8,0,0,0,0,0,0,3,11,0,1,0,0,0,0,0,0,0,153,177,0,0,0,0,1,0,45,3433
1029,64413,0,1,2013-08-01,27,200,5,44,0,10,20,1,5,1,5,5,0,0,0,0,0,0,3,11,0,0,1,0,0,0,0,0,0,259,279,0,0,1,0,0,0,53,3476
7369,36959,1,0,2013-10-02,56,25,6,25,6,0,0,2,2,0,3,8,0,0,0,0,0,0,3,11,0,0,0,0,1,0,0,0,0,62,62,0,0,0,1,0,0,42,3414
2574,61996,0,1,2013-01-31,27,1050,12,144,0,0,24,3,6,4,8,5,0,1,0,1,1,0,3,11,1,0,0,0,1,0,0,0,0,1206,1230,3,0,1,0,0,0,46,3658
8159,51287,1,1,2014-04-01,10,117,0,22,13,0,30,3,4,1,3,7,0,0,0,0,0,0,3,11,0,0,0,0,1,0,0,0,0,152,182,0,1,0,0,0,0,55,3233
1160,13260,1,1,2013-08-23,48,9,4,17,10,2,7,4,3,0,3,8,0,0,0,0,0,0,3,11,0,0,0,0,1,0,0,0,0,42,49,0,1,0,0,0,0,53,3454
10242,47472,1,1,2013-09-16,39,56,0,11,0,0,8,2,2,0,4,5,0,0,0,0,0,0,3,11,0,0,1,0,0,0,0,0,0,67,75,0,0,1,0,0,0,57,3430
5253,54603,1,1,2013-07-09,85,145,13,46,17,2,4,6,4,2,4,7,0,0,0,0,0,0,3,11,0,0,1,0,0,0,0,0,0,223,227,0,0,0,1,0,0,67,3499
5966,45207,1,1,2012-11-10,64,203,0,10,0,0,2,5,3,1,6,6,0,1,0,0,0,0,3,11,0,0,0,0,1,0,0,0,0,213,215,1,0,1,0,0,0,49,3740
5314,40689,0,1,2013-03-18,69,270,3,27,39,6,99,7,7,1,5,8,0,0,0,0,0,0,3,11,0,0,1,0,0,0,0,0,0,345,444,0,1,0,0,0,0,72,3612
5081,47821,1,1,2013-10-20,54,9,0,16,6,6,10,1,1,0,3,8,0,0,0,0,0,0,3,11,0,0,1,0,0,0,0,0,0,37,47,0,0,0,0,1,0,56,3396
5123,27450,0,0,2013-04-15,57,37,12,23,8,11,52,1,2,1,3,7,0,0,0,0,0,0,3,11,0,0,0,0,1,0,0,0,0,91,143,0,0,0,1,0,0,72,3584
5756,39453,1,0,2014-04-03,64,46,0,7,0,0,2,2,2,0,3,6,0,0,0,0,0,0,3,11,0,0,1,0,0,0,0,0,0,53,55,0,1,0,0,0,0,40,3231
8036,26850,1,1,2014-04-18,10,31,1,13,7,2,9,4,2,1,4,4,0,0,0,0,0,0,3,11,0,0,1,0,0,0,0,0,0,54,63,0,0,0,0,1,0,52,3216
9058,79800,0,0,2012-09-23,65,1060,21,530,32,0,224,1,5,11,5,3,1,0,1,1,0,0,3,11,1,0,0,0,0,0,1,0,0,1643,1867,3,1,0,0,0,0,68,3788
5057,61794,0,1,2013-09-14,74,264,47,188,54,47,11,2,4,4,10,2,0,0,0,0,0,0,3,11,0,0,0,0,1,0,0,0,0,600,611,0,0,0,1,0,0,62,3432
254,53863,0,1,2014-05-17,4,399,4,30,6,4,30,3,7,1,7,7,0,1,0,0,0,0,3,11,0,0,1,0,0,0,0,0,0,443,473,1,1,0,0,0,0,68,3187
4179,24221,0,0,2013-08-20,94,8,9,9,2,5,22,1,1,1,3,4,0,0,0,0,0,0,3,11,0,0,1,0,0,0,0,0,0,33,55,0,1,0,0,0,0,64,3457
3710,39684,1,0,2012-10-12,41,19,0,35,6,4,17,2,2,1,2,7,0,0,0,0,0,1,3,11,1,1,0,0,0,0,0,0,0,64,81,0,0,1,0,0,0,39,3769
7627,92163,0,0,2012-12-12,25,817,183,797,106,163,20,0,5,11,5,2,0,0,1,1,0,0,3,11,1,0,0,0,1,0,0,0,0,2066,2086,2,0,0,1,0,0,48,3708
4501,69882,0,0,2013-11-10,94,292,127,635,132,127,165,1,3,7,9,1,0,0,0,0,0,0,3,11,0,1,0,0,0,0,0,0,0,1313,1478,0,0,0,1,0,0,58,3375
6424,33178,1,0,2014-01-30,9,12,6,2,11,2,16,1,1,0,3,4,0,0,0,0,0,0,3,11,0,0,1,0,0,0,0,0,0,33,49,0,1,0,0,0,0,46,3294
3075,59973,0,0,2013-09-11,47,130,30,168,20,34,0,1,3,4,7,1,0,0,0,0,0,0,3,11,0,0,0,0,1,0,0,0,0,382,382,0,0,1,0,0,0,51,3435
4992,17459,1,0,2013-09-19,12,6,4,16,3,10,30,3,3,1,2,7,0,0,0,0,0,0,3,11,1,0,1,0,0,0,0,0,0,39,69,0,0,0,1,0,0,48,3427
5252,23910,1,0,2012-10-26,80,16,12,18,7,1,13,1,2,0,3,7,0,0,0,0,0,0,3,11,0,0,0,1,0,0,0,0,0,54,67,0,1,0,0,0,0,54,3755
7444,42169,1,1,2013-10-19,20,19,0,9,0,0,2,2,1,0,3,8,0,0,0,0,0,0,3,11,0,0,0,0,1,0,0,0,0,28,30,0,0,0,1,0,0,54,3397
6919,26224,1,0,2013-06-04,39,4,7,15,13,9,15,3,2,1,3,6,0,0,0,0,0,0,3,11,0,0,0,0,1,0,0,0,0,48,63,0,0,0,0,1,0,45,3534
3537,31089,1,0,2012-08-17,57,31,3,31,2,8,4,3,3,0,4,8,0,0,0,0,0,0,3,11,0,0,1,0,0,0,0,0,0,75,79,0,1,0,0,0,0,42,3825
10277,30081,0,1,2013-02-21,27,36,0,2,0,0,4,1,1,0,3,7,0,0,0,0,0,0,3,11,0,1,0,0,0,0,0,0,0,38,42,0,1,0,0,0,0,62,3637
2453,62807,0,1,2012-08-31,83,526,28,135,10,21,99,3,5,3,12,5,0,0,0,0,0,0,3,11,0,0,1,0,0,0,0,0,0,720,819,0,1,0,0,0,0,63,3811
7972,72906,0,0,2013-09-17,79,400,32,519,71,75,54,1,3,4,9,1,0,0,0,0,0,0,3,11,0,1,0,0,0,0,0,0,0,1097,1151,0,1,0,0,0,0,68,3429
895,61467,0,2,2012-12-09,69,410,16,114,0,5,49,3,5,2,10,5,0,0,0,0,0,0,3,11,0,0,0,0,1,0,0,0,0,545,594,0,0,1,0,0,0,75,3711
1177,49618,1,1,2013-01-26,77,80,3,26,4,2,14,4,3,1,3,7,0,0,0,0,0,0,3,11,0,0,1,0,0,0,0,0,0,115,129,0,0,0,1,0,0,57,3663
7141,21888,1,0,2012-12-29,15,88,10,46,2,3,64,4,5,1,2,10,0,0,0,0,0,0,3,11,1,1,0,0,0,0,0,0,0,149,213,0,0,0,1,0,0,37,3691
7232,42429,0,1,2014-02-11,99,55,0,6,2,0,4,2,1,1,3,5,0,0,0,0,0,0,3,11,0,0,0,0,0,0,1,0,0,63,67,0,1,0,0,0,0,50,3282
8477,26150,2,1,2013-03-11,61,5,1,13,3,5,1,1,1,0,3,7,0,0,0,0,0,0,3,11,0,0,0,1,0,0,0,0,0,27,28,0,1,0,0,0,0,67,3619
2457,30801,0,1,2012-10-26,23,8,4,5,15,2,11,2,1,0,3,7,0,0,0,0,0,0,3,11,0,0,0,0,1,0,0,0,0,34,45,0,0,0,0,0,1,48,3755
988,81168,0,0,2014-05-07,84,410,0,592,147,22,22,1,6,4,7,3,0,0,0,1,0,0,3,11,0,0,0,0,1,0,0,0,0,1171,1193,1,1,0,0,0,0,58,3197
7930,26877,0,0,2013-08-19,74,101,13,76,20,18,40,2,3,1,6,6,0,0,0,0,0,0,3,11,0,1,0,0,0,0,0,0,0,228,268,0,0,0,1,0,0,54,3458
4587,45006,0,0,2013-07-18,90,162,25,53,16,0,10,1,3,1,7,3,0,0,0,0,0,0,3,11,0,0,0,0,0,0,1,0,0,256,266,0,0,0,1,0,0,79,3490
6682,18978,1,0,2012-12-11,41,2,8,1,4,7,15,1,1,0,3,8,0,0,0,0,0,0,3,11,0,0,0,0,1,0,0,0,0,22,37,0,0,0,0,0,1,50,3709
6222,22574,2,1,2013-10-28,28,25,0,8,2,0,2,2,2,0,3,7,0,0,0,0,0,0,3,11,0,0,0,0,1,0,0,0,0,35,37,0,1,0,0,0,0,56,3388
10299,48240,0,0,2012-11-09,73,389,91,248,64,49,41,3,6,3,13,5,0,0,0,0,0,0,3,11,1,1,0,0,0,0,0,0,0,841,882,0,0,1,0,0,0,54,3741
3083,45837,1,1,2013-07-26,88,215,13,87,17,17,24,5,6,2,5,7,0,0,0,0,0,0,3,11,0,0,0,0,1,0,0,0,0,349,373,0,1,0,0,0,0,49,3482
8953,35791,2,1,2013-05-06,94,27,0,5,0,0,3,2,1,0,3,8,0,0,0,0,0,0,3,11,0,1,0,0,0,0,0,0,0,32,35,0,0,0,1,0,0,58,3563
1503,162397,1,1,2013-06-03,31,85,1,16,2,1,2,0,0,0,1,1,0,0,0,0,0,0,3,11,0,0,1,0,0,0,0,0,0,105,107,0,0,1,0,0,0,47,3535
8650,54162,1,1,2013-03-18,31,5,6,10,6,5,10,1,1,0,3,4,0,0,0,0,0,0,3,11,0,0,0,0,0,0,1,0,0,32,42,0,1,0,0,0,0,45,3612
10862,30522,0,1,2012-08-17,6,179,8,83,19,11,26,5,1,2,9,2,0,0,0,0,0,0,3,11,0,0,0,0,1,0,0,0,0,300,326,0,0,0,1,0,0,63,3825
2782,54456,0,1,2013-07-11,23,352,0,27,10,0,15,3,6,1,7,6,0,0,0,0,0,0,3,11,0,0,0,0,1,0,0,0,0,389,404,0,0,1,0,0,0,62,3497
6941,31632,0,0,2013-07-14,92,17,8,12,11,15,32,1,2,1,2,7,0,0,0,0,0,0,3,11,0,1,0,0,0,0,0,0,0,63,95,0,1,0,0,0,0,52,3494
10972,72298,0,0,2014-03-10,52,625,35,169,58,17,35,1,4,3,6,1,0,1,1,0,0,0,3,11,0,0,0,0,0,0,1,0,0,904,939,2,1,0,0,0,0,74,3255
10708,36975,1,0,2013-12-28,50,10,6,11,0,4,2,1,1,0,3,7,0,0,0,0,0,0,3,11,0,1,0,0,0,0,0,0,0,31,33,0,0,0,0,1,0,45,3327
6583,72635,0,0,2013-06-03,54,390,22,323,104,35,107,1,6,8,6,3,0,0,0,1,0,0,3,11,0,0,0,0,1,0,0,0,0,874,981,1,0,0,0,1,0,68,3535
3641,13624,1,0,2013-01-20,93,10,2,15,2,1,6,2,2,0,3,6,0,0,0,0,0,0,3,11,0,0,0,0,1,0,0,0,0,30,36,0,1,0,0,0,0,47,3669
10156,84196,0,1,2013-06-03,56,215,63,507,231,31,190,1,8,4,7,3,0,0,0,0,0,0,3,11,0,1,0,0,0,0,0,0,0,1047,1237,0,1,0,0,0,0,48,3535
4299,70971,0,1,2012-09-21,28,1001,17,572,93,125,17,7,11,11,5,7,0,0,0,0,0,0,3,11,1,0,1,0,0,0,0,0,0,1808,1825,0,1,0,0,0,0,63,3790
3469,34487,1,1,2012-09-06,94,19,18,33,24,1,8,3,3,0,3,9,0,0,0,0,0,0,3,11,0,0,0,1,0,0,0,0,0,95,103,0,0,1,0,0,0,46,3805
5063,28769,1,0,2012-12-18,76,41,5,129,10,3,3,3,4,1,4,9,0,0,0,0,0,0,3,11,0,1,0,0,0,0,0,0,0,188,191,0,1,0,0,0,0,46,3702
10727,69084,1,0,2013-11-19,43,1181,107,199,39,30,30,2,7,3,13,8,0,0,0,0,0,0,3,11,0,0,0,0,1,0,0,0,0,1556,1586,0,0,1,0,0,0,53,3366
9624,65488,0,0,2014-06-13,46,603,45,207,36,18,54,1,3,4,6,1,0,0,0,0,0,0,3,11,0,0,1,0,0,0,0,0,0,909,963,0,0,1,0,0,0,65,3160
5156,62466,0,1,2014-01-15,13,129,129,259,168,121,83,5,6,3,12,4,0,0,0,0,0,0,3,11,0,0,0,0,1,0,0,0,0,806,889,0,0,0,0,1,0,53,3309
4376,32218,0,0,2014-02-15,27,10,24,15,13,1,30,1,2,1,3,7,1,0,0,0,0,0,3,11,1,1,0,0,0,0,0,0,0,63,93,1,0,0,0,1,0,63,3278
8923,83917,0,0,2013-04-18,12,514,22,732,42,198,79,1,6,7,7,3,0,0,0,0,0,0,3,11,1,1,0,0,0,0,0,0,0,1508,1587,0,1,0,0,0,0,50,3581
8461,46102,2,1,2014-03-10,3,14,0,1,0,0,1,1,1,0,2,7,0,0,0,0,0,0,3,11,0,0,0,1,0,0,0,0,0,15,16,0,1,0,0,0,0,61,3255
6945,84574,0,0,2013-06-04,72,387,20,713,38,54,163,1,9,11,11,5,0,0,0,0,0,0,3,11,0,1,0,0,0,0,0,0,0,1212,1375,0,1,0,0,0,0,71,3534
944,56181,0,1,2013-01-08,6,121,103,69,8,44,48,1,4,2,7,4,0,0,0,0,0,0,3,11,0,0,0,0,1,0,0,0,0,345,393,0,1,0,0,0,0,61,3681
1907,63120,0,1,2012-09-28,53,965,69,279,54,41,69,5,8,4,9,7,0,0,0,0,0,0,3,11,1,0,0,1,0,0,0,0,0,1408,1477,0,0,0,1,0,0,73,3783
701,73691,0,1,2013-11-06,58,707,21,250,85,43,73,2,6,2,8,2,1,0,0,0,0,0,3,11,0,0,0,0,1,0,0,0,0,1106,1179,1,1,0,0,0,0,52,3379
3856,63381,0,1,2012-10-05,78,571,50,142,33,50,159,4,4,5,13,2,0,0,0,0,0,0,3,11,0,0,1,0,0,0,0,0,0,846,1005,0,1,0,0,0,0,63,3776
4149,76140,0,0,2014-05-13,57,586,66,653,17,0,26,1,5,9,6,2,0,0,0,0,0,0,3,11,0,0,1,0,0,0,0,0,0,1322,1348,0,0,1,0,0,0,75,3191
2131,62859,0,1,2012-12-30,37,1063,89,102,16,12,25,4,9,4,6,6,0,0,0,0,0,0,3,11,0,0,0,1,0,0,0,0,0,1282,1307,0,0,1,0,0,0,64,3690
2942,45906,0,1,2013-05-07,20,305,3,27,4,3,144,2,5,4,4,5,1,0,0,0,0,0,3,11,0,1,0,0,0,0,0,0,0,342,486,1,1,0,0,0,0,59,3562
1173,77632,0,0,2013-03-10,73,1200,105,758,0,42,147,1,4,2,6,2,0,1,1,0,0,0,3,11,1,0,1,0,0,0,0,0,0,2105,2252,2,0,0,1,0,0,76,3620
4381,46463,1,1,2013-08-18,56,163,2,40,8,11,11,7,3,1,6,6,0,0,0,0,0,0,3,11,0,0,0,0,1,0,0,0,0,224,235,0,0,1,0,0,0,52,3459
4611,105471,0,0,2013-01-21,36,1009,181,104,202,21,207,0,9,8,13,3,0,0,1,1,0,0,3,11,1,0,1,0,0,0,0,0,0,1517,1724,2,1,0,0,0,0,53,3668
3376,55282,1,0,2013-12-13,9,125,6,73,8,4,19,1,3,1,6,4,0,0,0,0,0,0,3,11,0,0,0,1,0,0,0,0,0,216,235,0,0,0,1,0,0,53,3342
4679,78710,0,1,2014-05-23,42,721,0,152,119,50,50,3,7,6,12,4,0,0,0,0,0,0,3,11,0,0,0,0,1,0,0,0,0,1042,1092,0,0,0,1,0,0,46,3181
10928,66886,0,1,2013-09-16,28,315,4,62,41,31,146,2,7,1,7,5,0,0,0,0,0,0,3,11,0,0,1,0,0,0,0,0,0,453,599,0,1,0,0,0,0,65,3430
4248,98777,0,0,2014-02-17,23,1000,19,711,125,115,38,0,4,6,9,1,0,1,0,0,0,0,3,11,0,1,0,0,0,0,0,0,0,1970,2008,1,0,0,1,0,0,63,3276
6728,29103,1,0,2012-08-27,38,16,0,17,6,3,6,2,1,0,3,9,0,0,0,0,0,0,3,11,0,0,1,0,0,0,0,0,0,42,48,0,1,0,0,0,0,38,3815
6661,67445,0,1,2012-08-12,63,757,80,217,29,80,11,5,9,6,12,6,0,0,0,0,0,0,3,11,0,0,0,0,1,0,0,0,0,1163,1174,0,1,0,0,0,0,49,3830
4725,50616,0,1,2014-04-13,71,30,2,25,0,1,9,1,1,1,4,2,0,0,0,0,0,0,3,11,0,0,1,0,0,0,0,0,0,58,67,0,0,1,0,0,0,73,3221
3277,49431,0,1,2012-08-03,9,219,3,100,26,0,17,2,7,1,5,8,0,0,0,0,0,0,3,11,0,0,0,1,0,0,0,0,0,348,365,0,1,0,0,0,0,68,3839
5555,153924,0,0,2014-02-07,81,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,3,11,0,0,0,1,0,0,0,0,0,5,6,0,1,0,0,0,0,48,3286
2564,61278,0,1,2014-01-04,87,111,3,28,2,6,15,2,3,1,4,6,0,0,0,0,0,0,3,11,0,0,1,0,0,0,0,0,0,150,165,0,1,0,0,0,0,70,3320
946,26490,0,0,2012-09-22,92,45,47,52,21,20,25,2,3,1,5,6,0,0,0,0,0,0,3,11,0,0,1,0,0,0,0,0,0,185,210,0,0,0,0,1,0,65,3789
3867,73059,0,1,2013-08-31,36,410,112,420,0,82,71,1,9,3,13,4,0,0,0,0,0,0,3,11,0,0,1,0,0,0,0,0,0,1024,1095,0,0,1,0,0,0,76,3446
6940,46734,1,2,2013-10-21,86,100,1,39,6,1,76,4,3,2,3,6,1,0,0,0,0,0,3,11,0,1,0,0,0,0,0,0,0,147,223,1,0,1,0,0,0,57,3395
55,56253,0,1,2012-12-07,83,509,0,65,7,11,5,4,7,2,9,6,0,0,0,0,0,0,3,11,0,0,1,0,0,0,0,0,0,592,597,0,1,0,0,0,0,60,3713
7093,19986,1,0,2013-11-14,74,3,6,5,0,2,6,1,0,0,3,7,0,0,0,0,0,0,3,11,0,0,0,0,1,0,0,0,0,16,22,0,1,0,0,0,0,38,3371
5084,58330,0,1,2013-12-25,87,445,53,213,104,98,151,1,6,4,13,4,0,0,0,0,0,0,3,11,0,0,0,0,0,0,1,0,0,913,1064,0,1,0,0,0,0,48,3330
1777,25965,0,0,2012-09-07,29,2,2,11,41,7,11,1,2,0,3,8,0,0,0,0,0,0,3,11,0,0,0,0,1,0,0,0,0,63,74,0,0,0,0,0,1,43,3804
8162,14661,0,0,2013-01-01,88,4,1,11,6,2,2,1,1,0,3,6,0,0,0,0,0,0,3,11,0,0,1,0,0,0,0,0,0,24,26,0,0,0,1,0,0,67,3688
10826,18690,0,0,2012-12-28,77,6,1,7,23,4,19,1,1,1,2,8,0,0,0,0,0,0,3,11,0,0,0,0,1,0,0,0,0,41,60,0,1,0,0,0,0,64,3692
8754,45068,0,1,2013-05-16,25,14,0,3,0,0,3,1,1,0,2,7,0,0,0,0,0,0,3,11,0,0,1,0,0,0,0,0,0,17,20,0,0,1,0,0,0,49,3553
1987,21063,1,0,2013-09-25,34,1,10,11,19,3,15,2,2,0,3,6,0,0,0,0,0,0,3,11,0,1,0,0,0,0,0,0,0,44,59,0,0,0,0,0,1,36,3421
11007,29187,1,0,2013-05-09,43,26,0,6,0,0,2,1,1,0,3,8,0,0,0,0,0,0,3,11,0,0,0,0,1,0,0,0,0,32,34,0,0,1,0,0,0,55,3560
7426,54690,1,1,2013-11-07,76,111,16,37,7,9,18,3,3,1,5,3,0,0,0,0,0,0,3,11,0,0,0,0,1,0,0,0,0,180,198,0,0,0,0,1,0,52,3378
9153,59304,0,1,2013-07-29,81,418,61,428,80,51,10,3,7,8,10,5,0,0,0,0,0,0,3,11,0,0,0,0,1,0,0,0,0,1038,1048,0,0,1,0,0,0,59,3479
10379,59247,0,2,2013-11-08,87,327,9,122,19,14,83,5,5,2,9,6,0,0,0,0,0,0,3,11,0,1,0,0,0,0,0,0,0,491,574,0,0,0,1,0,0,61,3377
9204,66731,0,1,2012-09-12,33,371,159,194,58,106,141,4,4,3,6,3,0,0,0,0,0,0,3,11,0,0,0,0,0,0,1,0,0,888,1029,0,1,0,0,0,0,53,3799
3197,77353,0,1,2013-12-16,38,275,59,107,69,101,59,2,6,4,8,4,0,0,0,0,0,0,3,11,0,0,0,0,1,0,0,0,0,611,670,0,1,0,0,0,0,43,3339
2920,52614,0,1,2012-12-01,63,789,0,142,12,9,38,2,2,4,8,8,0,0,0,0,0,0,3,11,0,1,0,0,0,0,0,0,0,952,990,0,0,1,0,0,0,48,3719
6961,26751,2,0,2014-05-22,26,1,1,5,0,3,1,1,1,0,2,8,0,0,0,0,0,0,3,11,0,0,0,0,1,0,0,0,0,10,11,0,1,0,0,0,0,49,3182
4673,81300,0,1,2012-10-30,17,1004,12,145,32,12,36,3,10,3,5,5,0,0,0,1,0,0,3,11,1,0,0,0,1,0,0,0,0,1205,1241,1,0,1,0,0,0,60,3751
9937,70337,0,0,2014-01-02,75,187,81,149,25,43,91,1,2,2,12,1,0,0,0,0,0,0,3,11,0,1,0,0,0,0,0,0,0,485,576,0,1,0,0,0,0,44,3322
8779,36145,1,0,2013-06-16,13,56,4,76,17,1,18,4,4,1,3,9,1,0,0,0,0,0,3,11,1,0,0,0,1,0,0,0,0,154,172,1,0,0,0,1,0,38,3522
9596,65295,0,0,2013-12-23,19,365,32,117,34,110,6,1,3,3,13,2,0,0,0,0,0,0,3,11,0,1,0,0,0,0,0,0,0,658,664,0,0,1,0,0,0,43,3332
2891,68118,0,1,2013-10-18,51,595,23,123,10,23,154,2,8,9,4,6,0,0,0,0,0,0,3,11,0,0,0,1,0,0,0,0,0,774,928,0,1,0,0,0,0,60,3398
